series_key;time_period;time_period_start;time_period_end;obs_value;updated_at;dataset_id;title_fr;title_long_fr;FREQ;BENCHMARK_ITEM;DATA_TYPE_EST;UNIT;DECIMALS;UNIT_MULT;COLLECTION;SOURCE_AGENCY;OBS_STATUS;OBS_CONF
ESTR.B.EU000A2X2A25.R25;2020-11-30;2020-11-30;2020-11-30;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-30;2020-11-30;2020-11-30;-0,55;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-27;2020-11-27;2020-11-27;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-27;2020-11-27;2020-11-27;-0,557;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-27;2020-11-27;2020-11-27;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-27;2020-11-27;2020-11-27;30,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-27;2020-11-27;2020-11-27;467,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-27;2020-11-27;2020-11-27;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-27;2020-11-27;2020-11-27;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-27;2020-11-27;2020-11-27;41913,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-27;2020-11-27;2020-11-27;59,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-26;2020-11-26;2020-11-26;30,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-26;2020-11-26;2020-11-26;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-26;2020-11-26;2020-11-26;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-26;2020-11-26;2020-11-26;44917,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-26;2020-11-26;2020-11-26;478,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-26;2020-11-26;2020-11-26;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-26;2020-11-26;2020-11-26;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-26;2020-11-26;2020-11-26;55,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-26;2020-11-26;2020-11-26;-0,556;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-25;2020-11-25;2020-11-25;482,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-25;2020-11-25;2020-11-25;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-25;2020-11-25;2020-11-25;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-25;2020-11-25;2020-11-25;43085,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-25;2020-11-25;2020-11-25;54,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-25;2020-11-25;2020-11-25;-0,554;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-25;2020-11-25;2020-11-25;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-25;2020-11-25;2020-11-25;-0,53;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-25;2020-11-25;2020-11-25;30,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-24;2020-11-24;2020-11-24;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-24;2020-11-24;2020-11-24;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-24;2020-11-24;2020-11-24;41815,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-24;2020-11-24;2020-11-24;-0,556;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-24;2020-11-24;2020-11-24;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-24;2020-11-24;2020-11-24;28,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-24;2020-11-24;2020-11-24;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-24;2020-11-24;2020-11-24;461,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-24;2020-11-24;2020-11-24;58,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-23;2020-11-23;2020-11-23;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-23;2020-11-23;2020-11-23;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-23;2020-11-23;2020-11-23;29,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-23;2020-11-23;2020-11-23;42228,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-23;2020-11-23;2020-11-23;-0,557;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-23;2020-11-23;2020-11-23;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-23;2020-11-23;2020-11-23;475,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-23;2020-11-23;2020-11-23;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-23;2020-11-23;2020-11-23;56,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-20;2020-11-20;2020-11-20;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-20;2020-11-20;2020-11-20;466,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-20;2020-11-20;2020-11-20;40305,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-20;2020-11-20;2020-11-20;58,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-20;2020-11-20;2020-11-20;-0,557;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-20;2020-11-20;2020-11-20;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-20;2020-11-20;2020-11-20;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-20;2020-11-20;2020-11-20;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-20;2020-11-20;2020-11-20;29,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-19;2020-11-19;2020-11-19;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-19;2020-11-19;2020-11-19;58,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-19;2020-11-19;2020-11-19;-0,557;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-19;2020-11-19;2020-11-19;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-19;2020-11-19;2020-11-19;27,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-19;2020-11-19;2020-11-19;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-19;2020-11-19;2020-11-19;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-19;2020-11-19;2020-11-19;453,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-19;2020-11-19;2020-11-19;40768,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-18;2020-11-18;2020-11-18;29,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-18;2020-11-18;2020-11-18;466,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-18;2020-11-18;2020-11-18;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-18;2020-11-18;2020-11-18;43786,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-18;2020-11-18;2020-11-18;55,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-18;2020-11-18;2020-11-18;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-18;2020-11-18;2020-11-18;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-18;2020-11-18;2020-11-18;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-18;2020-11-18;2020-11-18;-0,557;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-17;2020-11-17;2020-11-17;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-17;2020-11-17;2020-11-17;30,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-17;2020-11-17;2020-11-17;462,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-17;2020-11-17;2020-11-17;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-17;2020-11-17;2020-11-17;45611,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-17;2020-11-17;2020-11-17;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-17;2020-11-17;2020-11-17;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-17;2020-11-17;2020-11-17;54,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-17;2020-11-17;2020-11-17;-0,557;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-16;2020-11-16;2020-11-16;501,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-16;2020-11-16;2020-11-16;-0,558;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-16;2020-11-16;2020-11-16;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-16;2020-11-16;2020-11-16;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-16;2020-11-16;2020-11-16;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-16;2020-11-16;2020-11-16;30,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-16;2020-11-16;2020-11-16;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-16;2020-11-16;2020-11-16;45524,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-16;2020-11-16;2020-11-16;55,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2020-11-13;2020-11-13;2020-11-13;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2020-11-13;2020-11-13;2020-11-13;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2020-11-13;2020-11-13;2020-11-13;29,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2020-11-13;2020-11-13;2020-11-13;43586,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2020-11-13;2020-11-13;2020-11-13;54,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2020-11-13;2020-11-13;2020-11-13;-0,556;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2020-11-13;2020-11-13;2020-11-13;-0,54;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2020-11-13;2020-11-13;2020-11-13;469,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2020-11-13;2020-11-13;2020-11-13;-0,58;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
